name,id,price,unit,size,weight
หลังคา เมทัลรูฟ เอสซีจี รุ่น คอมฟอร์ท ลอน Snaplock ลาย Stiffener B สี TERRACOTTA 0.50 mm.,8852422127245,308.00 บาท,/ เมตร,30x100 ซม.,1.935395 กก.
หลังคา เมทัลรูฟ เอสซีจี รุ่น คอมฟอร์ท ลอน Snaplock ลาย Stiffener B สี WHITE PEARL 0.50 mm.,8852422127252,308.00 บาท,/ เมตร,30x100 ซม.,1.935395 กก.
หลังคา เมทัลรูฟ เอสซีจี รุ่น คอมฟอร์ท ลอน Snaplock สี BLACK MICA 0.50 mm.,8852422122080,293.00 บาท,/ เมตร,30x100 ซม.,1.935395 กก.
หลังคา เมทัลรูฟ เอสซีจี รุ่น คอมฟอร์ท ลอน Snaplock ลาย สี CHARCOAL GRAY 0.50 mm.,8852422122103,293.00 บาท,/ เมตร,30x100 ซม.,1.935395 กก.
หลังคา เมทัลรูฟ เอสซีจี รุ่น คอมฟอร์ท ลอน Snaplock สี TERRACOTTA 0.50 mm.,8852422122110,293.00 บาท,/ เมตร,30x100 ซม.,1.935395 กก.
หลังคา เมทัลรูฟ เอสซีจี รุ่น คอมฟอร์ท ลอน Snaplock สี WHITE PEARL 0.50 mm.,8852422122127,293.00 บาท,/ เมตร,30x100 ซม.,1.935395 กก.
หลังคา เมทัลรูฟ เอสซีจี รุ่น คอมฟอร์ท ลอน Snaplock สี MOCHA 0.50 mm.,8852422122134,293.00 บาท,/ เมตร,30x100 ซม.,1.935395 กก.
หลังคา เมทัลรูฟ เอสซีจี ลอน SSR760 - NoiseTECH 0.35 สี BLACK MICA 0.76x1.00 m,8852422120833,293.00 บาท,/ เมตร,30x100 ซม.,8.8 กก.
หลังคา เมทัลรูฟ เอสซีจี ลอน SSR760 - NoiseTECH 0.35 สี OCEAN BLUE 0.76x1.00 m,8852422120840,293.00 บาท,/ เมตร,30x100 ซม.,8.8 กก.
หลังคา เมทัลรูฟ เอสซีจี ลอน SSR760 - NoiseTECH 0.35 สี CHARCOAL GRAY 0.76x1.00 m,8852422120857,293.00 บาท,/ เมตร,30x100 ซม.,8.8 กก.
หลังคา เมทัลรูฟ เอสซีจี ลอน SSR760 - NoiseTECH 0.35 สี TERRACOTTA 0.76x1.00 m,8852422120864,293.00 บาท,/ เมตร,30x100 ซม.,8.8 กก.
หลังคา เมทัลรูฟ เอสซีจี ลอน SSR760 - NoiseTECH 0.35 สี WHITE PEARL 0.76x1.00 m,8852422120871,293.00 บาท,/ เมตร,30x100 ซม.,8.8 กก.
หลังคา เมทัลรูฟ เอสซีจี ลอน SSR760 - NoiseTECH 0.35 สี MOCHA 0.76x1.00 m,8852422120888,293.00 บาท,/ เมตร,30x100 ซม.,8.8 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีหมากสุก ขนาด 50x120x0.55 ซม.,8852404067521,61.50 - 78.00 บาท,/ ชิ้น,50x120 ซม.,6.7 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีหมากสุก ขนาด 50x150x0.55 ซม.,8852404067538,76.25 - 98.40 บาท,/ ชิ้น,50x150 ซม.,8.4 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีเปลือกมังคุด ขนาด 50x150x0.55 ซม.,8852404067552,76.25 - 98.40 บาท,/ ชิ้น,50x150 ซม.,8.4 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีน้ำทะเล ขนาด 50x120x0.55 ซม.,8852404067569,61.50 - 78.00 บาท,/ ชิ้น,50x120 ซม.,6.7 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีน้ำทะเล ขนาด 50x150x0.55 ซม.,8852404067576,76.25 - 98.40 บาท,/ ชิ้น,50x150 ซม.,8.4 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีแดง ขนาด 50x150x0.55 ซม.,8852404067477,76.25 - 98.40 บาท,/ ชิ้น,50x150 ซม.,8.4 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีเขียวประกายมุก ขนาด 50x150x0.55 ซม.,8852404067613,86.00 - 105.60 บาท,/ ชิ้น,50x150 ซม.,8.4 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีแดงประกายมุก ขนาด 50x120x0.55 ซม.,8852404067620,68.00 - 81.60 บาท,/ ชิ้น,50x120 ซม.,6.7 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีแดงประกายมุก ขนาด 50x150x0.55 ซม.,8852404067637,86.00 - 105.60 บาท,/ ชิ้น,50x150 ซม.,8.4 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีม่วงประกายมุก ขนาด 50x120x0.55 ซม.,8852404067644,68.00 - 81.60 บาท,/ ชิ้น,50x120 ซม.,6.7 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีน้ำเงินประกายมุก ขนาด 50x150x0.55 ซม.,8852404067590,86.00 - 105.60 บาท,/ ชิ้น,50x150 ซม.,8.4 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีเขียว ขนาด 50x120x0.55 ซม.,8852404067484,61.50 - 78.00 บาท,/ ชิ้น,50x120 ซม.,6.7 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีเขียว ขนาด 50x150x0.55 ซม.,8852404067491,76.25 - 98.40 บาท,/ ชิ้น,50x150 ซม.,8.4 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีเขียวสมุทร ขนาด 50x120x0.55 ซม.,8852404067507,61.50 - 78.00 บาท,/ ชิ้น,50x120 ซม.,6.7 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีเขียวสมุทร ขนาด 50x150x0.55 ซม.,8852404067514,76.25 - 98.40 บาท,/ ชิ้น,50x150 ซม.,8.4 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีม่วงประกายมุก ขนาด 50x150x0.55 ซม.,8852404067651,86.00 - 105.60 บาท,/ ชิ้น,50x150 ซม.,8.4 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีส้มประกายมุก ขนาด 50x120x0.55 ซม.,8852404067668,68.00 - 81.60 บาท,/ ชิ้น,50x120 ซม.,6.7 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีส้มประกายมุก 50x150x0.55 ซม.,8852404067675,86.00 - 105.60 บาท,/ ชิ้น,50x150 ซม.,8.4 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีน้ำตาลประกายมุก ขนาด 50x120x0.55 ซม.,8852404067682,68.00 - 81.60 บาท,/ ชิ้น,50x120 ซม.,6.7 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด สีน้ำตาลประกายมุก ขนาด 50x150x0.55 ซม.,8852404067699,86.00 - 105.60 บาท,/ ชิ้น,50x150 ซม.,8.4 กก.
หลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่น ลอนคู่ไฮบริด ซีเมนต์ ขนาด 50x150x0.55 ซม.,8852404067439,66.00 - 80.40 บาท,/ ชิ้น,50x150 ซม.,8.4 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นพรีม่า สีเขียวทอประกาย,8852404034790,50.50 - 60.00 บาท,/ ชิ้น,55x65 ซม.,3.9 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นพรีม่า สีน้ำเงินทอประกาย,8852404034714,49.50 - 60.00 บาท,/ ชิ้น,55x65 ซม.,3.9 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นพรีม่า สีม่วงทอประกาย,8852404035575,49.50 - 60.00 บาท,/ ชิ้น,55x65 ซม.,3.9 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นพรีม่า สีส้มทอประกาย,8852404035490,50.00 - 60.00 บาท,/ ชิ้น,55x65 ซม.,3.9 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นพรีม่า สีเทาแกรนิต,8852404044416,45.00 - 54.00 บาท,/ ชิ้น,55x65 ซม.,3.9 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นพรีม่า สีแดง,8852404000986,45.00 - 55.20 บาท,/ ชิ้น,55x65 ซม.,3.9 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นพรีม่า สีน้ำตาล,8852404001006,45.00 - 55.20 บาท,/ ชิ้น,55x65 ซม.,3.9 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นพรีม่า สีน้ำตาลทรายแก้ว,8852404026191,45.00 - 55.20 บาท,/ ชิ้น,55x65 ซม.,3.9 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นพรีม่า สีส้มอิฐ,8852404000993,45.00 - 55.20 บาท,/ ชิ้น,55x65 ซม.,3.9 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นไอยร่า โอเรียนทอล 13 นิ้ว แกรนิตเรด,8852404045628,85.00 - 99.00 บาท,/ ชิ้น,80x60x0.6 ซม.,4.4 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นไอยร่า โอเรียนทอล 13 นิ้ว คอรัลเกรย์,8852404045604,85.00 - 99.00 บาท,/ ชิ้น,80x60x0.6 ซม.,4.4 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นไอยร่า โอเรียนทอล 13 นิ้ว เนเชอรัล บริค,8852404045642,85.00 - 98.40 บาท,/ ชิ้น,80x60x0.6 ซม.,4.4 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นไอยร่า โอเรียนทอล 9 นิ้ว มาเบิ้ลเกรย์,8852404047615,50.00 - 60.00 บาท,/ ชิ้น,60x44x0.6 ซม.,2.5 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นไอยร่า ทิมเบอร์ ลายไม้ โกลเด้นทีค,8852404045031,85.00 - 99.00 บาท,/ ชิ้น,80x51x0.6 ซม.,4.4 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นไอยร่า ทิมเบอร์ ลายไม้ เฮเซลบราวน์,8852404045017,85.00 - 99.00 บาท,/ ชิ้น,80x51x0.6 ซม.,4.4 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นไอยร่า โอเรียนทอล 13 นิ้ว มาเบิ้ลเกรย์,8852404045581,85.00 - 99.00 บาท,/ ชิ้น,80x60x0.6 ซม.,4.4 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นไอยร่า โอเรียนทอล 9 นิ้ว คอรัลเกรย์,8852404047639,50.00 - 60.00 บาท,/ ชิ้น,60x44x0.6 ซม.,2.5 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นไอยร่า โอเรียนทอล 9 นิ้ว เนเชอรัลบริค,8852404047677,50.00 - 60.00 บาท,/ ชิ้น,60x44x0.6 ซม.,2.5 กก.
กระเบื้องหลังคาไฟเบอร์ซีเมนต์ เอสซีจี รุ่นไอยร่า โอเรียนทอล 9 นิ้ว แกรนิตเรด,8852404047653,50.00 - 60.00 บาท,/ ชิ้น,60x44x0.6 ซม.,2.5 กก.
