name,id,price,unit,size,weight
หลังคาเอสซีจี เมทัลรูฟ ลอน SSR760 - NoiseTECH 0.35 ขนาด 0.76 x 6.20 เมตร สี OCEAN BLUE,8852422121021,"1,635.00 บาท",/ ชิ้น,76x620x0.35 ซม.,17 กก.
หลังคาเอสซีจี เมทัลรูฟ ลอน SSR760 - NoiseTECH 0.35 ขนาด 0.76 x 6.20 เมตร สี CHARCOAL GRAY,8852422121038,"1,635.00 บาท",/ ชิ้น,76x620x0.35 ซม.,17 กก.
หลังคาเอสซีจี เมทัลรูฟ ลอน SSR760 - NoiseTECH 0.35 ขนาด 0.76 x 6.20 เมตร สี TERRA COTTA,8852422121045,"1,635.00 บาท",/ ชิ้น,76x620x0.35 ซม.,17 กก.
หลังคาเอสซีจี เมทัลรูฟ ลอน SSR760 - NoiseTECH 0.35 ขนาด 0.76 x 6.20 เมตร สี WHITE PEARL,8852422121052,"1,635.00 บาท",/ ชิ้น,76x620x0.35 ซม.,17 กก.
หลังคาเอสซีจี เมทัลรูฟ ลอน SSR760 - NoiseTECH 0.35 ขนาด 0.76 x 6.20 เมตร สี MOCHA,8852422121069,"1,635.00 บาท",/ ชิ้น,76x620x0.35 ซม.,17 กก.
ระบบหลังคา เมทัลรูฟ เอสซีจี รุ่น คอมฟอร์ท ลอน Snaplock สี OCEAN BLUE 0.50 mm.,8852422119608,341.00 บาท,/ เมตร,30x100 ซม.,1.935395 กก.
ระบบหลังคา เมทัลรูฟ เอสซีจี รุ่น คอมฟอร์ท ลอน Snaplock สี CHARCOAL GRAY 0.50 mm.,8852422119615,341.00 บาท,/ เมตร,30x100 ซม.,1.935395 กก.
ระบบหลังคา เมทัลรูฟ เอสซีจี รุ่น คอมฟอร์ท ลอน Snaplock สี TERRACOTTA 0.50 mm.,8852422119622,341.00 บาท,/ เมตร,30x100 ซม.,1.935395 กก.
ระบบหลังคา เมทัลรูฟ เอสซีจี รุ่น คอมฟอร์ท ลอน Snaplock สี WHITE PEARL 0.50 mm.,8852422119639,341.00 บาท,/ เมตร,30x100 ซม.,1.935395 กก.
หลังคา เมทัลรูฟ เอสซีจี รุ่น คอมฟอร์ท ลอน Snaplock สี OCEAN BLUE 0.50 mm.,8852422122097,293.00 บาท,/ เมตร,30x100 ซม.,1.935395 กก.
หลังคา เมทัลรูฟ เอสซีจี ลอน Step Tile25 - Stone Coat 0.76x1.15 สี ORANGE BRICK,8852422126156,501.00 บาท,/ ชิ้น,76x115x0.35 ซม.,4.8 กก.
หลังคา เมทัลรูฟ เอสซีจี ลอน Step Tile25 - Stone Coat 0.76x2.15 สี OAK,8852422126163,900.00 บาท,/ ชิ้น,76x215x0.35 ซม.,9 กก.
หลังคา เมทัลรูฟ เอสซีจี ลอน Step Tile25 - Stone Coat 0.76x2.15 สี ASH GRAY,8852422126170,900.00 บาท,/ ชิ้น,215x215x0.35 ซม.,9 กก.
หลังคา เมทัลรูฟ เอสซีจี ลอน Step Tile25 - Stone Coat 0.76x2.15 สี ORANGE BRICK,8852422126187,900.00 บาท,/ ชิ้น,76x215x0.35 ซม.,9 กก.
ระบบหลังคา เมทัลรูฟ เอสซีจี รุ่น คอมฟอร์ท ลอน Snaplock ลาย Stiffener B สี OCEAN BLUE 0.50 mm.,8852422119660,341.00 บาท,/ เมตร,30x100 ซม.,1.935395 กก.
หลังคา เมทัลรูฟ เอสซีจี รุ่น คอมฟอร์ท ลอน Snaplock ลาย Stiffener B สี OCEAN BLUE 0.50 mm.,8852422127221,308.00 บาท,/ เมตร,30x100 ซม.,1.935395 กก.
หลังคา เมทัลรูฟ เอสซีจี ลอน Step Tile25 - Stone Coat 0.76x1.15 สี OAK,8852422126132,501.00 บาท,/ ชิ้น,76x115x0.35 ซม.,4.8 กก.
หลังคา เมทัลรูฟ เอสซีจี ลอน Step Tile25 - Stone Coat 0.76x1.15 สี ASH GRAY,8852422126149,501.00 บาท,/ ชิ้น,76x115x0.35 ซม.,4.8 กก.
หลังคาเอสซีจี เมทัลรูฟ ลอน SSR760 - NoiseTECH 0.35 ขนาด 0.76 x 1.50 เมตร สี BLACK MICA,8852422120895,395.00 บาท,/ ชิ้น,76x150x0.35 ซม.,4.1 กก.
หลังคาเอสซีจี เมทัลรูฟ ลอน SSR760 - NoiseTECH 0.35 ขนาด 0.76 x 1.50 เมตร สี OCEAN BLUE,8852422120901,395.00 บาท,/ ชิ้น,76x150x0.35 ซม.,4.1 กก.
