name,id,price,unit,size,weight
ครอบโค้ง 3 ทาง ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ ซีเมนต์,8852404065619,58.00 - 71.00 บาท,/ ชิ้น,42x47 ซม.,1.3 กก.
ครอบโค้ง 4 ทาง ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ ซีเมนต์,8852404065626,58.25 - 71.00 บาท,/ ชิ้น,40x40 ซม.,1.7 กก.
ครอบสันปรับมุม ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ ตัวบน สีเทาศิลา,8852404065671,48.00 - 58.00 บาท,/ ชิ้น,57x29 ซม.,2 กก.
ครอบสันปรับมุม ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ ตัวล่าง สีเทาศิลา,8852404065688,48.00 - 58.00 บาท,/ ชิ้น,57x27 ซม.,2 กก.
ครอบชนผนัง ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ จากซ้ายไปขวา สีเทาศิลา,8852404065695,47.50 - 57.00 บาท,/ ชิ้น,50x20 ซม.,1.2 กก.
ครอบชนผนัง ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ จากขวาไปซ้าย สีเทาศิลา,8852404065701,47.50 - 57.00 บาท,/ ชิ้น,50x20 ซม.,1.2 กก.
ครอบข้าง ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ สีเทาศิลา,8852404065749,47.50 - 57.00 บาท,/ ชิ้น,20x60 ซม.,1.3 กก.
ครอบข้างปิดชาย ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ สีเทาศิลา,8852404065756,47.50 - 58.00 บาท,/ ชิ้น,20x60 ซม.,1.5 กก.
ครอบสันโค้ง ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ สีเทาศิลา,8852404065763,71.75 - 86.00 บาท,/ ชิ้น,23x50 ซม.,1.4 กก.
ครอบโค้งตะเข้ ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ สีเทาศิลา,8852404065770,71.75 - 86.00 บาท,/ ชิ้น,23x48 ซม.,1.1 กก.
ครอบโค้งปิดปลาย ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ สีเทาศิลา,8852404065787,71.50 - 84.00 บาท,/ ชิ้น,30x17 ซม.,0.7 กก.
ครอบโค้ง 3 ทาง ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ สีเทาศิลา,8852404065794,71.75 - 86.00 บาท,/ ชิ้น,42x47 ซม.,1.3 กก.
ครอบโค้ง 4 ทาง ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ สีเทาศิลา,8852404065800,72.00 - 87.00 บาท,/ ชิ้น,40x40 ซม.,1.7 กก.
เหล็กซีลายน์รองใต้ครอบ เอสซีจี สำหรับหลังคาหลังคาเอ็กซ์เซลล่า,8852439003969,130.00 บาท,/ ชิ้น,400x0.055 ซม.,N/A
ครอบข้าง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค คริสตัล บลู,8852439008124,335.00 - 405.00 บาท,/ แผ่น,19x42 ซม.,2 กก.
ครอบข้าง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น สีซิลเวอร์เกรย์,8852439012985,305.00 - 366.00 บาท,/ แผ่น,19x39.5 ซม.,3 กก.
ครอบข้างหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น โคโค่ บราวน์,8852439013142,305.00 - 366.00 บาท,/ แผ่น,3 กก.,N/A
ครอบข้างปิดชาย เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค คริสตัล บลู,8852439008230,275.00 - 332.00 บาท,/ แผ่น,17.8x35 ซม.,1 กก.
ครอบข้างปิดชาย เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น สีซิลเวอร์เกรย์,8852439012992,300.00 - 359.00 บาท,/ แผ่น,19.5x36.5 ซม.,2 กก.
ครอบข้างปิดชายหลังคา เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น โคโค่ บราวน์,8852439013159,300.00 - 359.00 บาท,/ แผ่น,19.5x36.5 ซม.,2 กก.
ครอบโค้ง2ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค คริสตัล บลู,8852439008568,310.00 - 372.00 บาท,/ แผ่น,21.5x34 ซม.,2 กก.
ครอบโค้ง3ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค คริสตัล บลู,8852439008674,419.00 - 490.00 บาท,/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง4ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค คริสตัล บลู,8852439008780,"1,704.00 - 1,988.00 บาท",/ แผ่น,21.5x21.5 ซม.,2 กก.
ชุดครอบโค้งปล่อง เอสซีจี สำหรับหลังคาเอ็กซ์เซลล่า คลาสสิค-สีคริสตัล บลู,8852439009008,"1,297.00 - 1,610.00 บาท",/ แผ่น,2.8 กก.,N/A
ครอบโค้งปิดจั่ว เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค คริสตัล บลู,8852439008346,375.00 - 451.00 บาท,/ แผ่น,21x35 ซม.,2 กก.
ครอบโค้งหางมน เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค คริสตัล บลู,8852439008452,310.00 - 372.00 บาท,/ แผ่น,21x35 ซม.,2 กก.
แป เอสซีจี สำหรับหลังคาเอ็กซ์เซลล่า หนา 0.55 มม. ยาว 4 เมตร,8852439002641,186.00 บาท,/ ชิ้น,400x0.055 ซม.,2 กก.
ครอบข้าง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ออบสิเดียน เกรย์,8852439035236,370.00 - 444.00 บาท,/ แผ่น,19x42 ซม.,2 กก.
ครอบข้างปิดชาย เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ออบสิเดียน เกรย์,8852439035243,310.00 - 371.00 บาท,/ แผ่น,17.8x35 ซม.,1 กก.
ครอบโค้งปิดจั่ว เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ออบสิเดียน เกรย์,8852439035250,420.00 - 503.00 บาท,/ แผ่น,21x35 ซม.,2 กก.
ครอบโค้งหางมน เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ออบสิเดียน เกรย์,8852439035267,360.00 - 424.00 บาท,/ แผ่น,21x35 ซม.,2 กก.
ครอบโค้ง2ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ออบสิเดียน เกรย์,8852439035274,360.00 - 424.00 บาท,/ แผ่น,21.5x34 ซม.,2 กก.
ครอบโค้ง3ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ออบสิเดียน เกรย์,8852439035281,455.00 - 542.00 บาท,/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบโค้ง4ทาง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า คลาสสิค ออบสิเดียน เกรย์,8852439035311,"1,704.00 - 1,988.00 บาท",/ แผ่น,21.5x21.5 ซม.,2 กก.
ครอบข้าง เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น สีออบสิเดียน เกรย์,8852439035397,335.00 - 406.00 บาท,/ แผ่น,19x39.5 ซม.,3 กก.
ครอบข้างปิดชาย เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น สีออบสิเดียน เกรย์,8852439035403,330.00 - 398.00 บาท,/ แผ่น,19.5x36.5 ซม.,2 กก.
ครอบตะเข้สัน เซรามิค เอสซีจี รุ่นเอ็กซ์เซลล่า โมเดิร์น สีออบสิเดียน เกรย์,8852439035434,370.00 - 446.00 บาท,/ แผ่น,26.5x35.5 ซม.,3 กก.
ชุดอุปกรณ์ยึดครอบระบบแห้ง เอสซีจี (SCG Drytech System)-สันหลังคา สำหรับหลังคาคอนกรีต,8852422098033,"1,450.00 - 1,620.00 บาท",/ ชุด,15x300 ซม.,1.5 กก.
ชุดอุปกรณ์ยึดครอบระบบแห้ง เอสซีจี (SCG Drytech System)-ตะเข้สัน สำหรับหลังคาคอนกรีต,8852422098040,"1,805.00 - 2,100.00 บาท",/ ชุด,15x55 ซม.,3.3 กก.
ครอบ 3 ทาง T ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นพรีม่า สี แดง,8852404005486,69.00 - 101.00 บาท,/ ชิ้น,39x47 ซม.,1.8 กก.
ครอบข้าง ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นพรีม่า สีแดง,8852404005455,47.00 - 68.00 บาท,/ ชิ้น,20x60 ซม.,1.3 กก.
ครอบข้างปิดชาย ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นพรีม่า สีแดง,8852404005462,47.00 - 68.00 บาท,/ ชิ้น,20x60 ซม.,1.5 กก.
ครอบข้างปิดชาย ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ สีแดงประกายมุก,8852404027907,62.50 - 75.00 บาท,/ ชิ้น,20x60 ซม.,1.5 กก.
ครอบโค้ง 3 ทาง ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นพรีม่า,8852404005479,65.00 - 90.00 บาท,/ ชิ้น,39x51 ซม.,1.7 กก.
ครอบโค้ง 4 ทาง (ระบบครอบ 3 ชิ้น) ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นพรีม่า สีแดง,8852404016741,69.00 - 101.00 บาท,/ ชิ้น,47x47 ซม.,1.7 กก.
ครอบโค้งปิดปลาย (ระบบครอบ 3 ชิ้น) ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นพรีม่า สีแดง,8852404005448,51.00 - 75.00 บาท,/ ชิ้น,28x29 ซม.,0.9 กก.
ครอบชนผนัง ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ จากขวาไปซ้าย สีแดงประกายมุก,8852404027945,62.25 - 74.00 บาท,/ ชิ้น,50x20 ซม.,1.2 กก.
ครอบชนผนัง ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ จากซ้ายไปขวา สีแดงประกายมุก,8852404027938,62.25 - 74.00 บาท,/ ชิ้น,50x20 ซม.,1.2 กก.
ครอบปิดปลายตะเข้คอนกรีต เอสซีจี รุ่น นิวสไตล์ โมเดิร์น X-Shield HeatBLOCK สีดาร์คบราวน์,8852422096404,111.00 บาท,/ ชิ้น,24x30x14.7 ซม.,2.5 กก.
ครอบสันโค้ง(ระบบครอบ 3 ชิ้น) ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นพรีม่า สีแดง,8852404005431,52.00 - 75.00 บาท,/ ชิ้น,26x60 ซม.,1.6 กก.
ครอบสันโค้ง ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ สีแดงประกายมุก,8852404027860,82.50 - 98.00 บาท,/ ชิ้น,23x50 ซม.,1.4 กก.
ครอบสันปรับมุม ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ ตัวบน สีเขียว,8852404002690,48.00 - 58.00 บาท,/ ชิ้น,57x29 ซม.,2 กก.
ครอบสันปรับมุม ไฟเบอร์ซีเมนต์ เอสซีจี รุ่นลอนคู่ ตัวล่าง สีเขียว,8852404002706,48.00 - 58.00 บาท,/ ชิ้น,57x27 ซม.,2 กก.
แป เอสซีจี สำหรับหลังคาไอยร่า หนา 0.55 มม. ยาว 4 เมตร,8852404022391,208.00 - 244.00 บาท,/ ชิ้น,400x0.055 ซม.,2.25 กก.
แผ่นปิดปลายสันตะเข้ เอสซีจี - SCG HIP END FILLER UNIT สำหรับกันนก หรือสัตว์เล็ก,8852422113309,"827.00 - 1,032.00 บาท",/ กล่อง,13x13x16 ซม.,0.24 กก.
แผ่นปิดครอบสันหลังคา/สันตะเข้ เอสซีจี - SCG RIDGE FILLER UNIT สำหรับกันนก หรือสัตว์เล็ก,8852422113316,922.00 บาท,/ กล่อง,17x60x7 ซม.,2 กก.
แผ่นปิดครอบข้าง เอสซีจี - SCG VERGE FILLER UNIT สำหรับกันนก หรือสัตว์เล็ก,8852422113323,430.00 บาท,/ กล่อง,8x50x0.3 ซม.,0.4 กก.
หัวปิดปลายสีดำ ( ABS ),8859344402436,14.00 บาท,/ ชิ้น,4.5x3x2.2 ซม.,0.006 กก.
"อลูมีเนียม Flashing Z4"" ยาว 6 เมตร สีดำ",8859344478073,688.00 บาท,/ ชิ้น,13x600x2 ซม.,1.3 กก.
"อลูมีเนียมฉาก L 1"" x 1"" ยาว 6 เมตร สีดำ",8859344478189,139.00 บาท,/ ชิ้น,2.5x600x2.5 ซม.,0.9 กก.
อลูมีเนียมยูสีดำ ยาว 6 เมตร สีดำ,8859344478738,134.00 บาท,/ ชิ้น,1x600x0.8 ซม.,0.6 กก.
ดอกเร้าเตอร์เจาะนำร่อง แผ่นหลังคาอะคริลิกโปร่งแสง Shinkolite ขนาด 12.4 มม.,8859344478745,299.00 บาท,/ ชิ้น,1.7x5.5x1.7 ซม.,0.025 กก.
ครอบปิดปลายตะเข้สันคอนกรีต เอสซีจี รุ่น นิวสไตล์ โอเรียนทอล สีเพิร์ล,8852422044887,107.00 บาท,/ ชิ้น,24x30x12.7 ซม.,2.6 กก.
แผ่นสะท้อนความร้อน ซี-โค่ ขนาด 1.25x20 ม.,8852422040353,836.00 บาท,/ ม้วน,1.25x20 ม.,5 กก.
แผ่นสะท้อนความร้อน เอสซีจี ขนาด 1.25x20 ม.,8852422008513,"1,650.00 - 2,340.00 บาท",/ ม้วน,1.25x20 ม.,5 กก.
แผ่นสะท้อนความร้อน เอสซีจี ขนาด 1.25x60 ม.,8852422008506,"3,950.00 บาท",/ ม้วน,1.25x60 ม.,15 กก.
ครอบหัวผนังเพรสทีจ เอ็กซ์ชิลด์ สีไอริส บราวน์,8852422124169,89.00 บาท,/ ชิ้น,22.4x38.5x2.9 ซม.,2.9 กก.
ครอบสันหลังคาเพรสทีจ เอ็กซ์ชิลด์ สีไอริส บราวน์,8852422124091,76.00 บาท,/ ชิ้น,24x39x12 ซม.,4.3 กก.
ครอบตะเข้สัน คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีไอริส บราวน์,8852422124107,76.00 บาท,/ ชิ้น,24x39x8.5 ซม.,3.5 กก.
ครอบข้าง SEAMLESS คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีไอริส บราวน์,8852422124114,76.00 บาท,/ ชิ้น,20x42x11 ซม.,3.4 กก.
ครอบข้างปิดปลาย SEAMLESS คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีไอริส บราวน์,8852422124121,89.00 บาท,/ ชิ้น,20x42x13 ซม.,3.75 กก.
ครอบปิดปลายตะเข้สัน คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีไอริส บราวน์,8852422124138,107.00 บาท,/ ชิ้น,24x30x11 ซม.,2.5 กก.
ครอบปิดจั่ว คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีไอริส บราวน์,8852422124145,107.00 บาท,/ ชิ้น,24x30x22 ซม.,5.5 กก.
ครอบข้างผนัง คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีไอริส บราวน์,8852422124152,75.00 บาท,/ ชิ้น,14.2x38.5x2.9 ซม.,1.8 กก.
ครอบหัวผนังเพรสทีจ เอ็กซ์ชิลด์ สีไอโวรี่ เกรย์,8852422124343,89.00 บาท,/ ชิ้น,22.4x38.5x2.9 ซม.,2.9 กก.
ครอบสันหลังคาเพรสทีจ เอ็กซ์ชิลด์ สีไอโวรี่ เกรย์,8852422124275,76.00 บาท,/ ชิ้น,24x39x12 ซม.,4.3 กก.
ครอบตะเข้สัน คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีไอโวรี่ เกรย์,8852422124282,76.00 บาท,/ ชิ้น,24x39x8.5 ซม.,3.5 กก.
ครอบข้าง SEAMLESS คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีไอโวรี่ เกรย์,8852422124299,76.00 บาท,/ ชิ้น,20x42x11 ซม.,3.4 กก.
ครอบข้างปิดปลาย SEAMLESS คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีไอโวรี่ เกรย์,8852422124305,89.00 บาท,/ ชิ้น,20x42x13 ซม.,3.75 กก.
ครอบปิดปลายตะเข้สัน คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีไอโวรี่ เกรย์,8852422124312,107.00 บาท,/ ชิ้น,24x30x11 ซม.,2.5 กก.
ครอบปิดจั่ว คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีไอโวรี่ เกรย์,8852422124329,107.00 บาท,/ ชิ้น,24x30x22 ซม.,5.5 กก.
ครอบข้างผนัง คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีไอโวรี่ เกรย์,8852422124336,75.00 บาท,/ ชิ้น,14.2x38.5x2.9 ซม.,1.8 กก.
ครอบหัวผนังเพรสทีจ เอ็กซ์ชิลด์ สีเคลาดี้ เกรย์,8852422124077,89.00 บาท,/ ชิ้น,22.4x38.5x2.9 ซม.,2.9 กก.
ครอบสันหลังคาเพรสทีจ เอ็กซ์ชิลด์ สีเคลาดี้ เกรย์,8852422124008,76.00 บาท,/ ชิ้น,24x39x12 ซม.,4.3 กก.
ครอบตะเข้สัน คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีเคลาดี้ เกรย์,8852422124015,76.00 บาท,/ ชิ้น,24x39x8.5 ซม.,3.5 กก.
ครอบข้าง SEAMLESS คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีเคลาดี้ เกรย์,8852422124022,76.00 บาท,/ ชิ้น,20x42x11 ซม.,3.4 กก.
ครอบข้างปิดปลาย SEAMLESS คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีเคลาดี้ เกรย์,8852422124039,89.00 บาท,/ ชิ้น,20x42x13 ซม.,3.75 กก.
ครอบปิดปลายตะเข้สัน คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีเคลาดี้ เกรย์,8852422124046,107.00 บาท,/ ชิ้น,24x30x11 ซม.,2.5 กก.
ครอบปิดจั่ว คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีเคลาดี้ เกรย์,8852422124053,107.00 บาท,/ ชิ้น,24x30x22 ซม.,5.5 กก.
ครอบข้างผนัง คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีเคลาดี้ เกรย์,8852422124060,75.00 บาท,/ ชิ้น,14.2x38.5x2.9 ซม.,1.8 กก.
ครอบหัวผนังเพรสทีจ เอ็กซ์ชิลด์ สีมิดไนท์บลู,8852422124251,89.00 บาท,/ ชิ้น,22.4x38.5x2.9 ซม.,2.9 กก.
ครอบสันหลังคาเพรสทีจ เอ็กซ์ชิลด์ สีมิดไนท์บลู,8852422124183,76.00 บาท,/ ชิ้น,24x39x12 ซม.,4.3 กก.
ครอบตะเข้สัน คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีมิดไนท์บลู,8852422124190,76.00 บาท,/ ชิ้น,24x39x8.5 ซม.,3.5 กก.
ครอบข้าง SEAMLESS คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีมิดไนท์บลู,8852422124206,76.00 บาท,/ ชิ้น,20x42x11 ซม.,3.4 กก.
ครอบข้างปิดปลาย SEAMLESS คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีมิดไนท์บลู,8852422124213,89.00 บาท,/ ชิ้น,20x42x13 ซม.,3.75 กก.
ครอบปิดปลายตะเข้สัน คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีมิดไนท์บลู,8852422124220,107.00 บาท,/ ชิ้น,24x30x11 ซม.,2.5 กก.
ครอบปิดจั่ว คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีมิดไนท์บลู,8852422124237,107.00 บาท,/ ชิ้น,24x30x22 ซม.,5.5 กก.
ครอบข้างผนัง คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีมิดไนท์บลู,8852422124244,75.00 บาท,/ ชิ้น,14.2x38.5x2.9 ซม.,1.8 กก.
ครอบหัวผนังเพรสทีจ เอ็กซ์ชิลด์ สีดีพ ฟอร์เรสท์,8852422124435,89.00 บาท,/ ชิ้น,22.4x38.5x2.9 ซม.,2.9 กก.
ครอบสันหลังคาเพรสทีจ เอ็กซ์ชิลด์ สีออเบิร์น บราวน์,8852422124367,76.00 บาท,/ ชิ้น,24x39x12 ซม.,4.3 กก.
ครอบตะเข้สัน คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีออเบิร์น บราวน์,8852422124374,76.00 บาท,/ ชิ้น,24x39x8.5 ซม.,3.5 กก.
ครอบข้าง SEAMLESS คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีออเบิร์น บราวน์,8852422124381,76.00 บาท,/ ชิ้น,20x42x11 ซม.,3.4 กก.
ครอบข้างปิดปลาย SEAMLESS คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีออเบิร์น บราวน์,8852422124398,89.00 บาท,/ ชิ้น,20x42x13 ซม.,3.75 กก.
ครอบปิดปลายตะเข้สัน คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีออเบิร์น บราวน์,8852422124404,107.00 บาท,/ ชิ้น,24x30x11 ซม.,2.5 กก.
ครอบปิดจั่ว คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีออเบิร์น บราวน์,8852422124411,107.00 บาท,/ ชิ้น,24x30x22 ซม.,5.5 กก.
ครอบข้างผนัง คอนกรีต เอสซีจี รุ่นเพรสทีจ เอ็กซ์ชิลด์ สีออเบิร์น บราวน์,8852422124428,75.00 บาท,/ ชิ้น,14.2x38.5x2.9 ซม.,1.8 กก.
ครอบข้างปิดชาย คอนกรีต เอสซีจี สีแดงกุหลาบ,8852422010387,48.00 - 64.00 บาท,/ ชิ้น,18x34.5x9.5 ซม.,2.9 กก.
ครอบข้างผนัง คอนกรีต เอสซีจี สีแดงกุหลาบ,8852422012251,39.00 - 51.00 บาท,/ ชิ้น,16.5x42x15 ซม.,2.1 กก.
ครอบข้าง คอนกรีต เอสซีจี สีแดงกุหลาบ,8852422010059,39.00 - 51.00 บาท,/ ชิ้น,20x42x10 ซม.,3.1 กก.
ครอบโค้ง 2 ทาง คอนกรีต เอสซีจี สีแดงกุหลาบ,8852422011421,48.00 - 64.00 บาท,/ ชิ้น,25x33x10 ซม.,3.5 กก.
ครอบโค้ง 3ทาง คอนกรีต เอสซีจี สีแดงกุหลาบ,8852422011780,70.00 - 90.00 บาท,/ ชิ้น,37x41.5x14 ซม.,5.1 กก.
ครอบโค้ง 4ทาง คอนกรีต เอสซีจี สีแดงกุหลาบ,8852422012114,71.00 - 91.00 บาท,/ ชิ้น,36x36x14 ซม.,6.4 กก.
ครอบโค้งปิดจั่ว คอนกรีต เอสซีจี สีแดงกุหลาบ,8852422010721,59.00 - 78.00 บาท,/ ชิ้น,22x33x22 ซม.,4.8 กก.
ครอบโค้งหางมน คอนกรีต เอสซีจี สีแดงกุหลาบ,8852422011070,59.00 - 76.00 บาท,/ ชิ้น,21x36x13 ซม.,4 กก.
ครอบสันโค้ง คอนกรีต เอสซีจี สีแดงกุหลาบ,8852422009725,39.00 - 51.00 บาท,/ ชิ้น,25x33x10 ซม.,3 กก.
สีทาปูนใต้ครอบ SCG สีน้ำตาลจูปิเตอร์,8852422130986,470.00 บาท,/ กระป๋อง(CAN),17x17x15 ซม.,2 กก.
สีแต่งขอบกระเบื้อง SCG เพรสทีจ สีเทามิราเคิล,8852422131204,120.00 บาท,/ กระป๋อง(CAN),7.6x7.6x7.3 ซม.,3 กก.
ครอบสันโค้งหลังคา SCG สีน้ำตาลจูปิเตอร์,8852422130887,42.00 บาท,/ ชิ้น,24.8x33x2.4 ซม.,3 กก.
ครอบข้างหลังคา SCG คอนแทรซ สีน้ำตาลจูปิเตอร์,8852422130894,42.00 บาท,/ ชิ้น,19.8x42x2.4 ซม.,3.3 กก.
